student1013 , student1029 ,   0.8719001536132299
student1176 , student1547 ,   0.8061283273386359
student1176 , student1616 ,   0.8164801020350266
student1176 , student1828 ,   0.8210453081833781
student1176 , student1833 ,   0.8049085981688745
student1176 , student1915 ,   0.8092199095141835
student1176 , student1976 ,   0.805584783172542
student1180 , student1326 ,   0.8159373577050757
student1180 , student1465 ,   0.8136625834115382
student1180 , student1483 ,   0.8238689389393333
student1180 , student1738 ,   0.8392046337345507
student1188 , student1200 ,   0.8496124043737772
student1188 , student1237 ,   0.8440257392675993
student1188 , student1266 ,   0.8228041968491039
student1188 , student1313 ,   0.828940202970204
student1188 , student1422 ,   0.8020237494482952
student1188 , student1465 ,   0.8094847457836836
student1188 , student1476 ,   0.8573937225405229
student1188 , student1477 ,   0.8402446905640001
student1188 , student1482 ,   0.8242878540087087
student1188 , student1542 ,   0.8354778734950332
student1188 , student1547 ,   0.8400821458190518
student1188 , student1571 ,   0.8524197150477976
student1188 , student1616 ,   0.8187782048362618
student1188 , student1639 ,   0.842625481707675
student1188 , student1772 ,   0.8105249579735254
student1188 , student1828 ,   0.8377729006745764
student1188 , student1833 ,   0.8451323500464496
student1188 , student1845 ,   0.8432050171513168
student1188 , student1943 ,   0.8389535622246282
student1188 , student1976 ,   0.8365453582398396
student1188 , student1978 ,   0.8289588577558431
student1200 , student1237 ,   0.8230423762333019
student1200 , student1313 ,   0.8029759828301556
student1200 , student1476 ,   0.836470151575216
student1200 , student1477 ,   0.8100246376256415
student1200 , student1542 ,   0.8155838635622286
student1200 , student1547 ,   0.8061101093743047
student1200 , student1571 ,   0.8204530208839288
student1200 , student1639 ,   0.8195708513000173
student1200 , student1833 ,   0.812726497989485
student1200 , student1845 ,   0.8141604257218632
student1200 , student1915 ,   0.8073161765436795
student1200 , student1943 ,   0.809109624087097
student1200 , student1976 ,   0.8056498727058211
student1237 , student1313 ,   0.844451361757502
student1237 , student1422 ,   0.8114496088860041
student1237 , student1476 ,   0.8230688998560782
student1237 , student1477 ,   0.8234503258433441
student1237 , student1542 ,   0.8296604917985305
student1237 , student1547 ,   0.8074046146332179
student1237 , student1571 ,   0.8253678646459737
student1237 , student1639 ,   0.8118360262331487
student1237 , student1772 ,   0.8307637744479709
student1237 , student1833 ,   0.8122382739046947
student1237 , student1845 ,   0.8101523015157197
student1237 , student1938 ,   0.8131142307792695
student1237 , student1943 ,   0.8122867771971188
student1237 , student1978 ,   0.8295837907986263
student1266 , student1364 ,   0.8014422376538568
student1266 , student1476 ,   0.8179851463188592
student1266 , student1477 ,   0.8370192749464554
student1266 , student1482 ,   0.8800041094475749
student1266 , student1542 ,   0.8265492339964032
student1266 , student1547 ,   0.823405105216014
student1266 , student1639 ,   0.8130549129680094
student1266 , student1828 ,   0.8007004140430657
student1266 , student1833 ,   0.8408778692981568
student1266 , student1915 ,   0.851650559789269
student1266 , student1943 ,   0.8015440451424487
student1266 , student1976 ,   0.8443982804983935
student1278 , student1981 ,   0.8077759512052789
student1302 , student1364 ,   0.8088209402603915
student1302 , student1616 ,   0.8164385321088116
student1302 , student1828 ,   0.801306385149251
student1313 , student1422 ,   0.810675365590302
student1313 , student1476 ,   0.833589481556115
student1313 , student1477 ,   0.812652426266329
student1313 , student1542 ,   0.8025503063882078
student1313 , student1547 ,   0.82344790155035
student1313 , student1571 ,   0.8524492716806951
student1313 , student1616 ,   0.8057232879623979
student1313 , student1639 ,   0.8239696537125892
student1313 , student1725 ,   0.817395120823528
student1313 , student1772 ,   0.8273367694866509
student1313 , student1833 ,   0.8071446215572143
student1313 , student1845 ,   0.8365750371964595
student1313 , student1938 ,   0.8252946452778063
student1313 , student1978 ,   0.8032029833948671
student1317 , student1981 ,   0.8054700082399866
student1326 , student1465 ,   0.8028950786051711
student1364 , student1476 ,   0.8124579940980161
student1364 , student1482 ,   0.8030631693048593
student1364 , student1547 ,   0.8194957013954174
student1364 , student1571 ,   0.8483314631792603
student1364 , student1725 ,   0.8179249428387367
student1364 , student1772 ,   0.8056341494561151
student1364 , student1828 ,   0.810680999196233
student1364 , student1845 ,   0.8036473552116377
student1375 , student1624 ,   0.8363631637296038
student1422 , student1476 ,   0.8093895418012244
student1422 , student1571 ,   0.8270815054320881
student1422 , student1639 ,   0.8076391642504608
student1422 , student1725 ,   0.8047531068325042
student1422 , student1772 ,   0.8349534853373045
student1422 , student1845 ,   0.8099307691609418
student1465 , student1477 ,   0.8030580333359221
student1465 , student1738 ,   0.8118384292585897
student1476 , student1477 ,   0.8437223917204402
student1476 , student1482 ,   0.8221016826409534
student1476 , student1502 ,   0.806367243231366
student1476 , student1542 ,   0.828010611013461
student1476 , student1547 ,   0.8643256235920432
student1476 , student1571 ,   0.8589405726027625
student1476 , student1616 ,   0.8385989419564411
student1476 , student1639 ,   0.8769556272554923
student1476 , student1725 ,   0.8286426497420936
student1476 , student1772 ,   0.8189457057496157
student1476 , student1828 ,   0.8421890514434656
student1476 , student1833 ,   0.8570095056461322
student1476 , student1845 ,   0.8699674277774524
student1476 , student1943 ,   0.8178168843279372
student1476 , student1976 ,   0.8626829439237357
student1476 , student1978 ,   0.8070787344073685
student1477 , student1482 ,   0.8361902813754003
student1477 , student1542 ,   0.8539921397342014
student1477 , student1547 ,   0.8568206464593573
student1477 , student1571 ,   0.8090845288683193
student1477 , student1616 ,   0.8255914875101884
student1477 , student1639 ,   0.8352631587941606
student1477 , student1725 ,   0.8055763804096198
student1477 , student1828 ,   0.8347880763292533
student1477 , student1833 ,   0.8628389561024761
student1477 , student1845 ,   0.8289292865612836
student1477 , student1915 ,   0.8108571248207587
student1477 , student1943 ,   0.8139864589446152
student1477 , student1976 ,   0.8541397489116709
student1477 , student1978 ,   0.8028965585574777
student1482 , student1542 ,   0.822468026106709
student1482 , student1547 ,   0.8231373167152451
student1482 , student1639 ,   0.8149319416308886
student1482 , student1828 ,   0.8033400070330066
student1482 , student1833 ,   0.8480197189074932
student1482 , student1915 ,   0.8605353392305829
student1482 , student1943 ,   0.805929911201646
student1482 , student1976 ,   0.8493386899795294
student1483 , student1738 ,   0.8572758120863485
student1483 , student1978 ,   0.8168529449020304
student1502 , student1547 ,   0.8036169902145018
student1502 , student1571 ,   0.8079134338517897
student1502 , student1616 ,   0.8286239907700855
student1502 , student1639 ,   0.811012599681721
student1502 , student1725 ,   0.809395795529023
student1502 , student1772 ,   0.8028775475275369
student1502 , student1828 ,   0.812377919743012
student1502 , student1845 ,   0.8203023137631401
student1542 , student1547 ,   0.8092509772624816
student1542 , student1639 ,   0.8235556917064835
student1542 , student1833 ,   0.8309466266093947
student1542 , student1976 ,   0.8186827031959367
student1547 , student1571 ,   0.8468264722042869
student1547 , student1616 ,   0.8485116596501469
student1547 , student1639 ,   0.8500332726939424
student1547 , student1725 ,   0.8376531148817289
student1547 , student1772 ,   0.8147191716565026
student1547 , student1828 ,   0.8508463913040026
student1547 , student1833 ,   0.8584570771176877
student1547 , student1845 ,   0.8586702562481144
student1547 , student1943 ,   0.8169893456735068
student1547 , student1976 ,   0.862665266135549
student1571 , student1616 ,   0.8220239550281918
student1571 , student1639 ,   0.8435933622452352
student1571 , student1725 ,   0.8276466608107239
student1571 , student1772 ,   0.8346472446994526
student1571 , student1828 ,   0.8341519016877035
student1571 , student1833 ,   0.818069056789379
student1571 , student1845 ,   0.8552514854612141
student1571 , student1938 ,   0.8115045408655439
student1571 , student1943 ,   0.8197892653276927
student1571 , student1976 ,   0.8328101951762119
student1571 , student1978 ,   0.8059386867518131
student1616 , student1639 ,   0.8290961354075969
student1616 , student1725 ,   0.8329149755090067
student1616 , student1772 ,   0.8104706106730449
student1616 , student1828 ,   0.8481961704436791
student1616 , student1833 ,   0.8418627923185176
student1616 , student1845 ,   0.8477504070975683
student1616 , student1943 ,   0.8002808463931136
student1616 , student1976 ,   0.8431062333171284
student1624 , student1688 ,   0.805110905731269
student1639 , student1725 ,   0.8235368821731917
student1639 , student1772 ,   0.8107495243411986
student1639 , student1828 ,   0.8264758121607078
student1639 , student1833 ,   0.8501106821410769
student1639 , student1845 ,   0.8628558504987169
student1639 , student1943 ,   0.8184271781629233
student1639 , student1976 ,   0.8566640775243805
student1649 , student1828 ,   0.8017973806363337
student1725 , student1828 ,   0.8110326986476107
student1725 , student1833 ,   0.8062898045322424
student1725 , student1845 ,   0.8466059032027684
student1725 , student1976 ,   0.8140802233218434
student1738 , student1943 ,   0.803987717955309
student1772 , student1828 ,   0.8099713283155101
student1772 , student1845 ,   0.8196663137939241
student1772 , student1938 ,   0.807760677183116
student1772 , student1943 ,   0.8165058508765362
student1772 , student1976 ,   0.8092795454341956
student1828 , student1833 ,   0.8536417545570792
student1828 , student1845 ,   0.836579609195433
student1828 , student1943 ,   0.8212778657415479
student1828 , student1976 ,   0.8492614147220323
student1828 , student1978 ,   0.8026686891641887
student1833 , student1845 ,   0.8449810507564538
student1833 , student1915 ,   0.8174614783604022
student1833 , student1943 ,   0.8157079293399507
student1833 , student1976 ,   0.8708573031496
student1833 , student1978 ,   0.8028891485967892
student1845 , student1938 ,   0.8084436477340754
student1845 , student1943 ,   0.8037366637539892
student1845 , student1976 ,   0.849647836013945
student1845 , student1978 ,   0.8029189199670267
student1915 , student1976 ,   0.8234670102959238
student1943 , student1976 ,   0.8186100683995625
student2035 , student2111 ,   0.8161146755904668
student2035 , student2155 ,   0.837088398927567
student2035 , student2157 ,   0.8479061029192906
student2035 , student2210 ,   0.8516686614926322
student2035 , student2221 ,   0.8437409450496176
student2035 , student2247 ,   0.8106614061549284
student2035 , student2351 ,   0.8429462712114223
student2035 , student2364 ,   0.8397747886778937
student2035 , student2421 ,   0.8439576014149878
student2035 , student2447 ,   0.8084781952992883
student2035 , student2463 ,   0.843585646581872
student2035 , student2477 ,   0.8388335643049074
student2035 , student2486 ,   0.8277735055623523
student2035 , student2526 ,   0.8481013957506465
student2035 , student2547 ,   0.856371586528856
student2035 , student2574 ,   0.8422102481246313
student2035 , student2585 ,   0.837553806861443
student2035 , student2634 ,   0.8018667688347885
student2035 , student2645 ,   0.8428551077359474
student2035 , student2664 ,   0.8362283027922902
student2035 , student2717 ,   0.846732261741677
student2035 , student2800 ,   0.8330925934669953
student2035 , student2806 ,   0.8533680084588459
student2035 , student2830 ,   0.8303949615143721
student2035 , student2887 ,   0.8118741420267984
student2035 , student2896 ,   0.8428551077359474
student2035 , student2900 ,   0.8378210438837348
student2035 , student2925 ,   0.8437578313952415
student2035 , student2939 ,   0.8511428675627374
student2035 , student2956 ,   0.8350237326412665
student2068 , student2086 ,   0.8157103526402157
student2068 , student2142 ,   0.8068237176739874
student2068 , student2157 ,   0.8125963051316669
student2068 , student2221 ,   0.8158814666498366
student2068 , student2234 ,   0.8181730313586099
student2068 , student2335 ,   0.8097918198489056
student2068 , student2340 ,   0.8098079752897529
student2068 , student2406 ,   0.8041208563242184
student2068 , student2437 ,   0.8046819884030394
student2068 , student2463 ,   0.8138250482760552
student2068 , student2472 ,   0.806514308163168
student2068 , student2486 ,   0.8245409772321275
student2068 , student2498 ,   0.8068237176739874
student2068 , student2508 ,   0.8197079380025785
student2068 , student2553 ,   0.8362796018463718
student2068 , student2704 ,   0.8076361828248083
student2068 , student2800 ,   0.8164395316822048
student2068 , student2830 ,   0.8082812903357204
student2068 , student2900 ,   0.8187553038966262
student2068 , student2908 ,   0.8244175780089305
student2068 , student2925 ,   0.8058298489868396
student2068 , student2965 ,   0.808052791729876
student2086 , student2142 ,   0.8236128339244995
student2086 , student2157 ,   0.8137985349394696
student2086 , student2221 ,   0.8149483653668631
student2086 , student2234 ,   0.8315320462885839
student2086 , student2267 ,   0.8087010147248699
student2086 , student2340 ,   0.8419644245270334
student2086 , student2406 ,   0.8383628057781408
student2086 , student2437 ,   0.8051101866457507
student2086 , student2463 ,   0.822815249666323
student2086 , student2472 ,   0.8391783147063192
student2086 , student2486 ,   0.8355833040968536
student2086 , student2498 ,   0.8236128339244995
student2086 , student2508 ,   0.8056972358473787
student2086 , student2704 ,   0.8550915500550992
student2086 , student2800 ,   0.824355601678316
student2086 , student2900 ,   0.8273477370978218
student2086 , student2908 ,   0.8574909950018422
student2086 , student2925 ,   0.8102832222769472
student2086 , student2965 ,   0.8519942770339249
student2111 , student2126 ,   0.800604500985306
student2111 , student2157 ,   0.8051069574922249
student2111 , student2335 ,   0.8150145198775685
student2111 , student2340 ,   0.8151114903088428
student2111 , student2406 ,   0.8098622760513963
student2111 , student2437 ,   0.821815577117518
student2111 , student2463 ,   0.8061717435377737
student2111 , student2472 ,   0.815212504011833
student2111 , student2574 ,   0.8192099945912097
student2111 , student2830 ,   0.8043832285505311
student2111 , student2900 ,   0.8145768599054932
student2111 , student2925 ,   0.8065485754031086
student2111 , student2965 ,   0.8037554111193728
student2117 , student2513 ,   0.8009123877074816
student2126 , student2157 ,   0.8024804859430947
student2126 , student2340 ,   0.8200088822124343
student2126 , student2406 ,   0.8115840334892728
student2126 , student2437 ,   0.8414487922862189
student2126 , student2472 ,   0.8365002044033087
student2126 , student2574 ,   0.8123544795668266
student2126 , student2704 ,   0.8307985357305877
student2126 , student2908 ,   0.8119821901978524
student2126 , student2965 ,   0.8310385165330065
student2142 , student2157 ,   0.8532472636368369
student2142 , student2210 ,   0.8285371583324906
student2142 , student2221 ,   0.8425886635853295
student2142 , student2234 ,   0.8245108045926224
student2142 , student2267 ,   0.8256587954165592
student2142 , student2340 ,   0.8057905649460814
student2142 , student2351 ,   0.849108405173986
student2142 , student2364 ,   0.8377880902533228
student2142 , student2406 ,   0.8081479100717438
student2142 , student2421 ,   0.8397997856322914
student2142 , student2447 ,   0.8442688887492513
student2142 , student2463 ,   0.8538943342611623
student2142 , student2472 ,   0.8060584806409994
student2142 , student2486 ,   0.8580623279541183
student2142 , student2498 ,   0.8888888888888888
student2142 , student2526 ,   0.8329704642344853
student2142 , student2547 ,   0.8336661329605389
student2142 , student2585 ,   0.8511980649556596
student2142 , student2645 ,   0.8467084163399107
student2142 , student2664 ,   0.8332391696832913
student2142 , student2800 ,   0.8623421304827107
student2142 , student2806 ,   0.829420096900711
student2142 , student2896 ,   0.8467084163399107
student2142 , student2900 ,   0.8395540307911615
student2142 , student2908 ,   0.8356941794276868
student2142 , student2925 ,   0.8523258221414465
student2142 , student2939 ,   0.8285371583324906
student2142 , student2965 ,   0.8045916110486515
student2155 , student2157 ,   0.8219168806337229
student2155 , student2210 ,   0.8213987453015559
student2155 , student2247 ,   0.8267639071208421
student2155 , student2351 ,   0.8155070297878626
student2155 , student2477 ,   0.8620505814019576
student2155 , student2574 ,   0.8200277669217999
student2155 , student2634 ,   0.8092966776042736
student2155 , student2717 ,   0.8219618231896971
student2155 , student2806 ,   0.8256705947655236
student2155 , student2925 ,   0.8160107598692709
student2155 , student2939 ,   0.8257749393245066
student2155 , student2956 ,   0.8494315549313288
student2157 , student2210 ,   0.847055368618338
student2157 , student2221 ,   0.8459139774790109
student2157 , student2234 ,   0.8052034255805818
student2157 , student2340 ,   0.8230886844644022
student2157 , student2351 ,   0.8568206464593573
student2157 , student2364 ,   0.8355051296012612
student2157 , student2406 ,   0.8154735587461601
student2157 , student2421 ,   0.8387561458247252
student2157 , student2437 ,   0.8498663069731529
student2157 , student2447 ,   0.8288993465277092
student2157 , student2463 ,   0.8548213685771936
student2157 , student2472 ,   0.8368404167499821
student2157 , student2477 ,   0.8265467256113674
student2157 , student2486 ,   0.8701241906560113
student2157 , student2498 ,   0.8532472636368369
student2157 , student2526 ,   0.8295727692017248
student2157 , student2547 ,   0.8349889930108403
student2157 , student2574 ,   0.8528593583083239
student2157 , student2585 ,   0.8481162121802395
student2157 , student2634 ,   0.8377903187678756
student2157 , student2645 ,   0.8345838306603545
student2157 , student2664 ,   0.8322460782748682
student2157 , student2704 ,   0.8125439341732954
student2157 , student2717 ,   0.8261723318185089
student2157 , student2800 ,   0.8682870519533228
student2157 , student2806 ,   0.8490970107621734
student2157 , student2830 ,   0.8018851504134203
student2157 , student2896 ,   0.8345838306603545
student2157 , student2900 ,   0.8456201840508485
student2157 , student2908 ,   0.8225241561944339
student2157 , student2925 ,   0.8739054066328457
student2157 , student2939 ,   0.847055368618338
student2157 , student2956 ,   0.8305263539733869
student2157 , student2965 ,   0.8244380222125569
student2160 , student2513 ,   0.8403933608999062
student2160 , student2675 ,   0.8141579023584831
student2160 , student2821 ,   0.8144525030211374
student2197 , student2652 ,   0.8375098500454197
student2197 , student2886 ,   0.8888888888888888
student2197 , student2953 ,   0.8205569274536597
student2210 , student2221 ,   0.8162879071765853
student2210 , student2247 ,   0.8198260556223761
student2210 , student2340 ,   0.8032227350705449
student2210 , student2351 ,   0.8615408293720012
student2210 , student2364 ,   0.8753003432834633
student2210 , student2421 ,   0.8757663115819968
student2210 , student2437 ,   0.8088863188315907
student2210 , student2447 ,   0.8247935709778671
student2210 , student2463 ,   0.8233590073197976
student2210 , student2472 ,   0.8100704073905945
student2210 , student2477 ,   0.8045332491900334
student2210 , student2486 ,   0.8216133190077747
student2210 , student2498 ,   0.8285371583324906
student2210 , student2526 ,   0.8703354809366148
student2210 , student2547 ,   0.8483407355931079
student2210 , student2574 ,   0.8118237670193847
student2210 , student2585 ,   0.8683466214233648
student2210 , student2645 ,   0.8543256998446758
student2210 , student2664 ,   0.8749430421325896
student2210 , student2717 ,   0.8452642405737435
student2210 , student2800 ,   0.8412042501308974
student2210 , student2806 ,   0.885484864976671
student2210 , student2896 ,   0.8543256998446758
student2210 , student2900 ,   0.8048057972597474
student2210 , student2925 ,   0.8496198881240118
student2210 , student2939 ,   0.8830838945176867
student2210 , student2956 ,   0.856472507373586
student2221 , student2234 ,   0.8423051753685558
student2221 , student2267 ,   0.8331813536834044
student2221 , student2335 ,   0.8165223400816957
student2221 , student2340 ,   0.8391252090444078
student2221 , student2351 ,   0.8232111044842944
student2221 , student2364 ,   0.825396578340559
student2221 , student2406 ,   0.8340340130373113
student2221 , student2421 ,   0.8269105805291069
student2221 , student2437 ,   0.8213940358376246
student2221 , student2447 ,   0.8168795083711932
student2221 , student2463 ,   0.8456226170879926
student2221 , student2472 ,   0.8282804869786525
student2221 , student2477 ,   0.8377700079413045
student2221 , student2486 ,   0.855586261243404
student2221 , student2498 ,   0.8425886635853295
student2221 , student2508 ,   0.8016894817441566
student2221 , student2526 ,   0.8239405578754516
student2221 , student2547 ,   0.8573491958797027
student2221 , student2553 ,   0.8112711248595259
student2221 , student2574 ,   0.8342078334586545
student2221 , student2585 ,   0.8592073691653265
student2221 , student2645 ,   0.8325722455845607
student2221 , student2664 ,   0.8216277799090824
student2221 , student2704 ,   0.8321345884314197
student2221 , student2717 ,   0.8103841551891574
student2221 , student2800 ,   0.8592452072473311
student2221 , student2806 ,   0.8171745049674608
student2221 , student2830 ,   0.8274816561667194
student2221 , student2887 ,   0.821823318733466
student2221 , student2896 ,   0.8325722455845607
student2221 , student2900 ,   0.8653508358054213
student2221 , student2908 ,   0.8150180994603454
student2221 , student2925 ,   0.8451783212734126
student2221 , student2939 ,   0.816726083473438
student2221 , student2965 ,   0.8212106913990445
student2234 , student2267 ,   0.8289139281560652
student2234 , student2335 ,   0.8152584570850062
student2234 , student2340 ,   0.8292152245702453
student2234 , student2406 ,   0.8352564382311756
student2234 , student2421 ,   0.8031013210494167
student2234 , student2463 ,   0.825474341838224
student2234 , student2472 ,   0.8188295295229078
student2234 , student2486 ,   0.8256943637740608
student2234 , student2498 ,   0.8245108045926224
student2234 , student2508 ,   0.8011784337509583
student2234 , student2547 ,   0.8178228259752495
student2234 , student2585 ,   0.8069241649292818
student2234 , student2645 ,   0.8080035156628722
student2234 , student2704 ,   0.8116533472277481
student2234 , student2800 ,   0.8203836411063518
student2234 , student2830 ,   0.8231639026624866
student2234 , student2896 ,   0.8080035156628722
student2234 , student2900 ,   0.8365904921737942
student2234 , student2908 ,   0.8220319860292136
student2234 , student2925 ,   0.809197858134556
student2234 , student2965 ,   0.8146166729095975
student2247 , student2351 ,   0.8081111990663016
student2247 , student2364 ,   0.8034511085540529
student2247 , student2421 ,   0.804314517028748
student2247 , student2526 ,   0.8071894262518202
student2247 , student2645 ,   0.8023977089129213
student2247 , student2717 ,   0.8312630861930708
student2247 , student2806 ,   0.8187233163336827
student2247 , student2896 ,   0.8023977089129213
student2247 , student2939 ,   0.8188860432582157
student2247 , student2956 ,   0.8365985607171988
student2267 , student2335 ,   0.8194621876275704
student2267 , student2351 ,   0.8010764663248001
student2267 , student2447 ,   0.8063999579547674
student2267 , student2463 ,   0.8088503466114564
student2267 , student2486 ,   0.8175260026154163
student2267 , student2498 ,   0.8256587954165592
student2267 , student2508 ,   0.8068115936419937
student2267 , student2547 ,   0.8339573197114505
student2267 , student2553 ,   0.801815315004852
student2267 , student2585 ,   0.8224774773053601
student2267 , student2645 ,   0.8167343429527734
student2267 , student2676 ,   0.8018650696842454
student2267 , student2800 ,   0.8131987369144614
student2267 , student2830 ,   0.8081838223938632
student2267 , student2887 ,   0.8030024183719648
student2267 , student2896 ,   0.8167343429527734
student2267 , student2900 ,   0.8216011042843
student2267 , student2925 ,   0.8012264437842788
student2335 , student2340 ,   0.8140589977516408
student2335 , student2463 ,   0.8175245020888809
student2335 , student2472 ,   0.8048611923755065
student2335 , student2486 ,   0.8104624023804298
student2335 , student2553 ,   0.8063084192000902
student2335 , student2800 ,   0.8057245286101968
student2335 , student2830 ,   0.8131459395799765
student2335 , student2900 ,   0.8200636061592999
student2335 , student2925 ,   0.8022582910509191
student2335 , student2965 ,   0.8041295062612605
student2340 , student2364 ,   0.8071074550831716
student2340 , student2406 ,   0.8535362122095029
student2340 , student2421 ,   0.8079022918033364
student2340 , student2437 ,   0.8447955064594633
student2340 , student2463 ,   0.833045068901912
student2340 , student2472 ,   0.8681538649115745
student2340 , student2477 ,   0.8088483452739843
student2340 , student2486 ,   0.8405878060597192
student2340 , student2498 ,   0.8057905649460814
student2340 , student2526 ,   0.8005943311406746
student2340 , student2547 ,   0.8087529163673808
student2340 , student2574 ,   0.8358706323136799
student2340 , student2585 ,   0.8218895635593232
student2340 , student2664 ,   0.8048679127895011
student2340 , student2704 ,   0.8609198358424142
student2340 , student2800 ,   0.8335998862753426
student2340 , student2806 ,   0.8040175717907097
student2340 , student2830 ,   0.804545443897374
student2340 , student2900 ,   0.8421568849335902
student2340 , student2908 ,   0.8284064741748289
student2340 , student2925 ,   0.8307842098691506
student2340 , student2939 ,   0.8045251332677795
student2340 , student2965 ,   0.8526573745565824
student2351 , student2364 ,   0.8462303590082734
student2351 , student2421 ,   0.8464624852700102
student2351 , student2437 ,   0.8042767414886307
student2351 , student2447 ,   0.8412570404393578
student2351 , student2463 ,   0.8410462871342609
student2351 , student2472 ,   0.8010243489870992
student2351 , student2477 ,   0.8218409865028833
student2351 , student2486 ,   0.8370351531301076
student2351 , student2498 ,   0.849108405173986
student2351 , student2526 ,   0.8462825281191625
student2351 , student2547 ,   0.8295009086939185
student2351 , student2574 ,   0.8272528721801339
student2351 , student2585 ,   0.8468445670091895
student2351 , student2645 ,   0.8646672767601467
student2351 , student2664 ,   0.8387707362482856
student2351 , student2717 ,   0.8375363845908214
student2351 , student2800 ,   0.8408153391290419
student2351 , student2806 ,   0.8624568743632968
student2351 , student2830 ,   0.8067594689247155
student2351 , student2896 ,   0.8646672767601467
student2351 , student2900 ,   0.8199978570685267
student2351 , student2908 ,   0.8035830901975917
student2351 , student2925 ,   0.854575618590901
student2351 , student2939 ,   0.8632560774254974
student2351 , student2956 ,   0.848120219625605
student2364 , student2421 ,   0.8799537598140657
student2364 , student2447 ,   0.8312018198149312
student2364 , student2463 ,   0.8309796787314417
student2364 , student2472 ,   0.801464530112945
student2364 , student2486 ,   0.8317117089283763
student2364 , student2498 ,   0.8377880902533228
student2364 , student2526 ,   0.8789918444509195
student2364 , student2547 ,   0.8554810043113149
